ISO,NAME,Hazard,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
CUB,Cuba,DR,0.636363636,0.5,0,2.340909091,4,2.545454545,1.136363636,0.818181818,0.681818182,0.318181818,0.340909091,0.522727273
CYP,Cyprus,DR,3.709090909,4.172727273,5.1,3.709090909,1.390909091,0,0,0,0,0.927272727,4.172727273,4.172727273
CZE,Czech Republic,DR,0,0,3,2.61971831,2.323943662,2.028169014,1.816901408,0.971830986,0.802816901,0.887323944,0.76056338,0.169014085
DNK,Denmark,DR,0,0,1.333333333,4,2.666666667,1.333333333,1,0,0,0,0,0
DJI,Djibouti,DR,0,0,0,0,0,0,0,0,0,0,0,0
DMA,Dominica,DR,x,x,x,x,x,x,x,x,x,x,x,x
DOM,Dominican Republic,DR,0,0,0,2,1.333333333,1,1,1,1,1,1,0.333333333
ECU,Ecuador,DR,1.360544218,1.510204082,2,1.755102041,1.482993197,1.170068027,0.93877551,1.210884354,1.197278912,0.857142857,1.183673469,1.387755102
EGY,Egypt,DR,2.835211268,2.147887324,2.577464789,2.577464789,2.491549296,6.1,2.749295775,2.31971831,3.092957746,3.436619718,3.264788732,2.31971831
SLV,El Salvador,DR,0,0,0,1,0.916666667,0.166666667,0.083333333,0.138888889,0.083333333,0,0,0
GNQ,Equatorial Guinea,DR,0,0,0,0,0,0,0,0,0,0,0,0
ERI,Eritrea,DR,2.903225806,1.935483871,1.935483871,0.967741935,0,0.967741935,9.677419355,10,8.709677419,9.35483871,4.838709677,2.580645161
EST,Estonia,DR,0,0,0,0,0,0,0,0,0,0,0,0
ETH,Ethiopia,DR,0.110169492,0,0.622881356,1.563559322,2,1.86440678,1.584745763,1.093220339,0.63559322,0.453389831,0.326271186,0.190677966
FJI,Fiji,DR,0,0,0,0,0,0,0,0,0,0,0,0
FIN,Finland,DR,0,0,0,0,0,0,0,0,0,0,0,0
FRA,France,DR,1.46,1.34,3,1.82,1.06,0.4,0.06,0.2,0.34,0.76,1.28,1.18
GAB,Gabon,DR,1.2,2.1,2.4,1.2,0.6,1.8,1.8,0,0.3,2.1,2.7,3
GMB,Gambia,DR,0,0,0,0,0,0.666666667,1.733333333,2,1.2,0.4,0.4,0.266666667
GEO,Georgia,DR,0,0,4.491836735,7.1,5.506122449,3.984693878,2.463265306,0.507142857,0,0,0,0
DEU,Germany,DR,0,0,0.992125984,1,0.732283465,0.377952756,0.228346457,0.165354331,0.267716535,0.25984252,0.149606299,0.047244094
GHA,Ghana,DR,0.161290323,0.451612903,2,1.483870968,1.548387097,1.193548387,0.935483871,0.806451613,1.935483871,1.483870968,0.935483871,0.516129032
GRC,Greece,DR,2.492753623,3.47826087,4,3.710144928,2.434782609,0.753623188,0.52173913,0.695652174,1.043478261,2.434782609,3.072463768,2.782608696
GRD,Grenada,DR,x,x,x,x,x,x,x,x,x,x,x,x
GTM,Guatemala,DR,0,0,0,0,0,0,0,0,0,0,0,0
GIN,Guinea,DR,0,0,0.026315789,0.157894737,0.789473684,1,0.631578947,0.289473684,0,0,0,0
GNB,Guinea-Bissau,DR,0,0,0,0,0.043478261,1,0.913043478,0.130434783,0,0,0,0
GUY,Guyana,DR,2.653846154,3,0.923076923,0.692307692,1.846153846,1.730769231,1.846153846,0.692307692,0.346153846,0.346153846,0,1.153846154
HTI,Haiti,DR,0.017857143,0,0.196428571,0.803571429,1,0.642857143,0.125,0.107142857,0.196428571,0.089285714,0.125,0.107142857
HND,Honduras,DR,0,0,0,0.387096774,1,0.666666667,0.279569892,0.129032258,0.129032258,0.021505376,0,0
HUN,Hungary,DR,0,0,5.097260274,6.1,5.01369863,2.924657534,1.754794521,1.754794521,2.005479452,1.587671233,1.336986301,0.334246575
ISL,Iceland,DR,x,x,x,x,x,x,x,x,x,x,x,x
IND,India,DR,1.573770492,1.420765027,1.639344262,1.224043716,1.202185792,3.016393443,4,3.803278689,2.885245902,1.508196721,0.93989071,1.442622951
IDN,Indonesia,DR,0.915662651,0.740963855,0.518072289,0.313253012,0.102409639,0.030120482,0.018072289,0,0.012048193,0.162650602,0.879518072,1
IRN,Iran,DR,2.352118644,4.936864407,6.1,5.867372881,4.936864407,3.773728814,2.481355932,1.809322034,1.783474576,1.318220339,1.111440678,1.938559322
IRQ,Iraq,DR,3.210526316,4.173684211,5.687218045,6.1,2.706015038,0.045864662,0.366917293,1.054887218,1.696992481,1.926315789,2.384962406,2.247368421
IRL,Ireland,DR,0,0.5,0.5,1,0.166666667,0,0,0,0,0,0,0
ISR,Israel,DR,7.5,8.75,3.75,0,0,0,0,0,0,1.25,7.5,10
ITA,Italy,DR,1.714285714,2.257142857,4,3.114285714,1.857142857,0.914285714,0.142857143,0.114285714,0.771428571,1.371428571,1.542857143,1.828571429
JAM,Jamaica,DR,0,0,1,2,1.333333333,0.666666667,0,1.333333333,1,1,1,0
JPN,Japan,DR,0,0.108108108,1,0.918918919,0.576576577,0.234234234,0.036036036,0,0,0,0,0
JOR,Jordan,DR,8.461538462,7.5,9.230769231,10,5.384615385,0,0,0,0,0,1.538461538,6.730769231
KAZ,Kazakhstan,DR,0,2.123893805,9.469026549,10,8.14159292,7.433628319,7.256637168,7.433628319,7.433628319,6.725663717,5.132743363,0.619469027
KEN,Kenya,DR,2.219435737,0.614420063,1.717868339,4,2.344827586,1.768025078,1.36677116,0.890282132,0.677115987,1.504702194,2.244514107,2.119122257
KIR,Kiribati,DR,x,x,x,x,x,x,x,x,x,x,x,x
PRK,Korea DPR,DR,0,0,0,0,0,0,0,0,0,0,0,0
KOR,Korea Republic of,DR,0,0,0,0,0,0,0,0,0,0,0,0
KWT,Kuwait,DR,0,0,0,0,0,0,0,0,0,0,0,0
KGZ,Kyrgyzstan,DR,0,1.790163934,9.1,8.503278689,8.055737705,7.906557377,7.01147541,5.967213115,6.26557377,6.563934426,4.773770492,0
LAO,Lao PDR,DR,0,0,0,0,0,0,0,0,0,0,0,0
LVA,Latvia,DR,0,0,4,3.076923077,4,1.846153846,0.923076923,0,0,0,0,0
LBN,Lebanon,DR,4.707692308,5.1,4.315384615,3.138461538,2.353846154,2.353846154,1.569230769,0,0,2.746153846,3.923076923,5.1
LSO,Lesotho,DR,2.454545455,2.454545455,1.363636364,0.818181818,1.363636364,0.272727273,0,0,0,0.272727273,3,2.454545455
LBR,Liberia,DR,0,0,0.15625,0.1875,0.09375,0,0,0.0625,0.75,1,0.625,0.1875
LBY,Libya,DR,7.5,8.870967742,10,8.225806452,0.967741935,0,0,0,0,0.483870968,3.629032258,5.806451613
LIE,Liechtenstein,DR,x,x,x,x,x,x,x,x,x,x,x,x
LTU,Lithuania,DR,0,0.396116505,5.1,4.703883495,4.555339806,3.565048544,2.574757282,1.683495146,0.495145631,0.049514563,0,0
LUX,Luxembourg,DR,0,0,0,0,0,0,0,0,0,0,0,0
MDG,Madagascar,DR,0.748031496,0.511811024,0.37007874,0.322834646,0.251968504,0.244094488,0.228346457,0.102362205,0,0,0.645669291,1
MWI,Malawi,DR,2.6,1.9,0.8,0.2,0,0,0,0,0,0,0.2,3
MYS,Malaysia,DR,2,1.081081081,1.189189189,0.540540541,0.594594595,0.648648649,0.216216216,0,0.054054054,0.324324324,1.351351351,1.891891892
MDV,Maldives,DR,x,x,x,x,x,x,x,x,x,x,x,x
MLI,Mali,DR,0,0,0,0.171428571,0.685714286,2.142857143,3,2.228571429,0.771428571,0.257142857,0.257142857,0
MLT,Malta,DR,x,x,x,x,x,x,x,x,x,x,x,x
MHL,Marshall Islands,DR,x,x,x,x,x,x,x,x,x,x,x,x
MRT,Mauritania,DR,0,0,0,0,0,0,7.333333333,10,6.666666667,6.666666667,2.333333333,0
MUS,Mauritius,DR,0,0,0,0,0,0,0,0,0,0,0,0
MEX,Mexico,DR,0.143939394,0.166666667,0.310606061,0.314393939,0.636363636,1,0.833333333,0.602272727,0.378787879,0.257575758,0.234848485,0.162878788
FSM,Micronesia,DR,x,x,x,x,x,x,x,x,x,x,x,x
MDA,Moldova Republic of,DR,0,0,7.1,5.522222222,4.733333333,5.522222222,7.1,6.311111111,4.733333333,3.155555556,0.788888889,0.788888889
MNG,Mongolia,DR,0,0,8.1,5.729268293,2.765853659,4.346341463,7.507317073,7.902439024,5.531707317,3.16097561,0.197560976,0
MNE,Montenegro,DR,0,0,3.666666667,4,2.333333333,0.666666667,0,0,0,0,0,0
MAR,Morocco,DR,8.360162602,7.842276423,7.250406504,7.324390244,6.436585366,1.331707317,0,0,0.369918699,2.811382114,7.176422764,9.1
MOZ,Mozambique,DR,4.664705882,2.810784314,1.674509804,1.016666667,0.77745098,0.717647059,0.239215686,0,0,0.299019608,3.947058824,6.1
MMR,Myanmar,DR,0.571428571,0.53968254,0.666666667,1.222222222,2,1.984126984,1.603174603,1.873015873,1.53968254,0.73015873,0.349206349,0.365079365
NAM,Namibia,DR,9.1,7.8,5.308333333,2.708333333,3.033333333,0.758333333,0,0,0,0.433333333,6.716666667,8.883333333
NRU,Nauru,DR,x,x,x,x,x,x,x,x,x,x,x,x
NPL,Nepal,DR,0.358974359,0.615384615,0.666666667,0.41025641,1.333333333,2,1.692307692,1.333333333,0.461538462,0.051282051,0,0.102564103
NLD,Netherlands,DR,0,0,0.6,1,0.6,0,0,0,0,0,0,0
NZL,New Zealand,DR,0.022222222,0.022222222,1.422222222,2,1.2,0.844444444,0.533333333,0.244444444,0.066666667,0,0,0
NIC,Nicaragua,DR,0.01459854,0,0,0.160583942,1.98540146,2,1.270072993,0.817518248,0.686131387,0.350364964,0.116788321,0.058394161
NER,Niger,DR,0,0,0,0,0,0.4,3.2,4,3.6,2.4,1.76,0.8
NGA,Nigeria,DR,0.011111111,0.044444444,0.872222222,0.872222222,0.777777778,0.8,0.722222222,0.683333333,1,0.477777778,0.155555556,0.038888889
NOR,Norway,DR,0,0,0,0,0,0,0,0,0,0,0,0
OMN,Oman,DR,0,0,0,0,0,0,0,0,0,0,0,0
PAK,Pakistan,DR,4.575,4.792857143,4.683928571,4.030357143,2.614285714,2.723214286,6.1,4.357142857,2.941071429,2.723214286,2.505357143,3.703571429
PLW,Palau,DR,x,x,x,x,x,x,x,x,x,x,x,x
PSE,Palestine,DR,0,0,0,0,0,0,0,0,0,0,0,0
PAN,Panama,DR,0.028169014,0,0,0.450704225,1,0.76056338,0.366197183,0.281690141,0.154929577,0.309859155,0.281690141,0
PNG,Papua New Guinea,DR,0,0,0,0,0,0,0,0,0,0,0,0
PRY,Paraguay,DR,0,0,0,0,0,0,0,0,0,0,0,0
PER,Peru,DR,2.637931034,2.017241379,2.094827586,1.681034483,1.189655172,1.060344828,0.75,0.775862069,0.75,0.905172414,2.198275862,3
PHL,Philippines,DR,0.153846154,0.098901099,0.153846154,0.505494505,1,0.648351648,0.285714286,0.087912088,0.043956044,0.021978022,0,0.065934066
POL,Poland,DR,0,0.056962025,2.259493671,3,2.67721519,1.272151899,0.607594937,0.227848101,0.037974684,0,0,0.037974684
PRT,Portugal,DR,3.272727273,3.272727273,3.272727273,4,2.181818182,1.090909091,0,0,0.363636364,2.181818182,2.545454545,2.909090909
QAT,Qatar,DR,0,0,0,0,0,0,0,0,0,0,0,0
ROU,Romania,DR,0,0.445137157,5.1,5.036408978,3.866334165,2.734413965,2.467331671,2.403740648,2.034912718,1.513466334,1.068329177,0.216209476
RUS,Russian Federation,DR,0,0,0,0,0,0,0,0,0,0,0,0
RWA,Rwanda,DR,0.615384615,0,0.923076923,0.923076923,0.615384615,0,0,0,1.538461538,4,2.461538462,0.615384615
KNA,Saint Kitts and Nevis,DR,x,x,x,x,x,x,x,x,x,x,x,x
LCA,Saint Lucia,DR,x,x,x,x,x,x,x,x,x,x,x,x
VCT,Saint Vincent and the Grenadines,DR,x,x,x,x,x,x,x,x,x,x,x,x
WSM,Samoa,DR,x,x,x,x,x,x,x,x,x,x,x,x
STP,Sao Tome and Principe,DR,x,x,x,x,x,x,x,x,x,x,x,x
SAU,Saudi Arabia,DR,5.0625,3.760714286,2.603571429,4.339285714,4.05,6.364285714,8.1,6.942857143,7.0875,7.0875,6.219642857,5.930357143
SEN,Senegal,DR,0.142857143,0,0.071428571,0.357142857,0.785714286,2.928571429,8.214285714,10,8.5,6.428571429,5,1.785714286
SRB,Serbia,DR,0,0,4.25,5.1,3.4,1.275,1.275,1.275,0.85,1.275,0.425,0
SYC,Seychelles,DR,x,x,x,x,x,x,x,x,x,x,x,x
SLE,Sierra Leone,DR,0,0,0,0,0,0,0,0,0,0,0,0
SGP,Singapore,DR,x,x,x,x,x,x,x,x,x,x,x,x
SVK,Slovakia,DR,0,0,3.294117647,4,3.717647059,2.776470588,1.505882353,1.082352941,1.035294118,0.847058824,0.8,0.282352941
SVN,Slovenia,DR,0,0,3,1.846153846,0.230769231,0,0,0,0,0,0,0
SLB,Solomon Islands,DR,0,0,0,0,0,0,0,0,0,0,0,0
SOM,Somalia,DR,7.530864198,0.987654321,1.234567901,5.802469136,9.259259259,9.75308642,6.913580247,5.802469136,2.098765432,9.382716049,10,9.382716049
ZAF,South Africa,DR,8.941176471,8.117647059,7.294117647,6.588235294,6.470588235,4.705882353,2.235294118,1.764705882,3.058823529,6.705882353,10,9.764705882
SSD,South Sudan,DR,0,0,0.705882353,1.176470588,1.647058824,2,1.764705882,0.970588235,0.794117647,0.617647059,0.617647059,0.235294118
ESP,Spain,DR,3.155963303,3.706422018,4,3.743119266,3.52293578,2.055045872,0.366972477,0.330275229,0.880733945,2.311926606,2.348623853,2.642201835
LKA,Sri Lanka,DR,0,0,0,0,0,0,0,0,0,0,0,0
SDN,Sudan,DR,1.470535714,1.307142857,1.307142857,0.816964286,0.38125,1.198214286,3.267857143,5.228571429,6.1,5.664285714,4.683928571,2.2875
SUR,Suriname,DR,0,0,0,0,0,0,0,0,0,0,0,0
SWZ,Swaziland,DR,0,0,0,0,0,0,0,0,0,0,0,0
SWE,Sweden,DR,0,0.094594595,2.837837838,3,2.702702703,1.783783784,1.324324324,0.837837838,0.189189189,0.040540541,0,0
CHE,Switzerland,DR,0,0,1,0.833333333,0.25,0,0,0,0,0,0,0
SYR,Syria,DR,4.528301887,5.566037736,7.452830189,9.716981132,10,1.320754717,0.943396226,1.320754717,1.509433962,2.924528302,3.962264151,4.056603774
TJK,Tajikistan,DR,0,4.857142857,8,8.857142857,10,7.714285714,4.285714286,3.428571429,1.714285714,0.857142857,0.857142857,0
TZA,Tanzania,DR,1.557603687,1.041474654,1.124423963,0.976958525,0.755760369,0.562211982,0.258064516,0.046082949,0.175115207,0.599078341,1.834101382,2
THA,Thailand,DR,0.572043011,0.683870968,1.053763441,1.625806452,2,1.978494624,1.772043011,1.535483871,1.144086022,0.709677419,0.503225806,0.606451613
MKD,The former Yugoslav Republic of Macedonia,DR,0,0,0,0,0,0,0,0,0,0,0,0
TLS,Timor-Leste,DR,0,0,0,0,0,0,0,0,0,0,0,0
TGO,Togo,DR,0,0.523809524,2,1.666666667,1.333333333,0.666666667,0.571428571,0.666666667,0.80952381,0.19047619,0.047619048,0
TON,Tonga,DR,x,x,x,x,x,x,x,x,x,x,x,x
TTO,Trinidad and Tobago,DR,0,0,0,0,0,0,0,0,0,0,0,0
TUN,Tunisia,DR,8.402366864,8.639053254,9.112426036,10,8.284023669,0.473372781,0,0,0.532544379,3.49112426,7.514792899,8.343195266
TUR,Turkey,DR,1.585935484,2.441419355,4.613032258,5.1,4.606451613,4.033935484,3.099483871,1.842580645,1.539870968,1.085806452,1.316129032,1.44116129
TKM,Turkmenistan,DR,0,1.633333333,5.366666667,7.7,9.1,8.4,5.833333333,4.9,3.733333333,3.5,2.8,0
TUV,Tuvalu,DR,x,x,x,x,x,x,x,x,x,x,x,x
UGA,Uganda,DR,1,0,2.75,3,1.6875,0.875,0.5625,1,1.8125,1.3125,0.9375,0.875
UKR,Ukraine,DR,0,0.55245283,6.1,4.833962264,4.258490566,3.54490566,2.923396226,2.301886792,1.312075472,0.575471698,0.184150943,0.023018868
ARE,United Arab Emirates,DR,0,0,0.81,3.24,8.1,3.24,0,0,1.62,0,0,0
GBR,United Kingdom,DR,0,0.105263158,0.947368421,1,0.578947368,0.368421053,0.210526316,0,0,0.052631579,0.105263158,0
USA,United States of America,DR,3.480225989,4,3.502824859,3.299435028,2.576271186,1.830508475,2.779661017,3.096045198,1.943502825,0.700564972,0.542372881,2.079096045
URY,Uruguay,DR,0.243902439,1.146341463,2.731707317,3,2.87804878,2.219512195,1.658536585,1.829268293,1.390243902,0.780487805,0.317073171,0.195121951
UZB,Uzbekistan,DR,0.81300813,3.821138211,9.105691057,10,9.593495935,7.398373984,5.528455285,6.097560976,4.634146341,2.601626016,1.056910569,0.650406504
VUT,Vanuatu,DR,0,0,0,0,0,0,0,0,0,0,0,0
VEN,Venezuela,DR,0.369747899,0.453781513,0.235294118,1.142857143,2,1.697478992,1.478991597,1.226890756,0.840336134,0.554621849,0.537815126,0.504201681
VNM,Viet Nam,DR,0,0,0,0,0,0,0,0,0,0,0,0
YEM,Yemen,DR,1.295238095,1.457142857,0.647619048,0.971428571,1.052380952,1.214285714,1.7,3.723809524,5.1,4.371428571,1.942857143,1.619047619
ZMB,Zambia,DR,0.735849057,0.396226415,0.169811321,0,0,0,0,0,0,0.150943396,0.943396226,1
ZWE,Zimbabwe,DR,7.5,5.875,4.375,4.875,5,3.375,0,0,0,0,6.125,10
AFG,Afghanistan,TC,0,0,0,0,0,0,0,0,0,0,0,0
ALB,Albania,TC,0,0,0,0,0,0,0,0,0,0,0,0
DZA,Algeria,TC,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,TC,0,0,0,0,0,0,0,0,0,0,0,0
ATG,Antigua and Barbuda,TC,0.1,0,0,0,0,0.1,1.6,2.9,8.4,5,1.2,0.2
ARG,Argentina,TC,0,0,0,0,0,0,0,0,0,0,0,0
ARM,Armenia,TC,0,0,0,0,0,0,0,0,0,0,0,0
AUS,Australia,TC,1.9,4.8,4.6,2.3,0.4,0.1,0,0,0,0.2,0.6,2.7
AUT,Austria,TC,0,0,0,0,0,0,0,0,0,0,0,0
AZE,Azerbaijan,TC,0,0,0,0,0,0,0,0,0,0,0,0
BHS,Bahamas,TC,0.1,0,0,0,0,0.1,1.8,3.2,8.8,5.5,1.3,0.2
BHR,Bahrain,TC,0,0,0,0,0,0,0,0,0,0,0,0
BGD,Bangladesh,TC,0,0,0,0,0.9,5,0,0.8,1,3.1,6.2,3.6
BRB,Barbados,TC,0.1,0,0,0,0,0.1,0.9,1.7,4.6,2.8,0.7,0.1
BLR,Belarus,TC,0,0,0,0,0,0,0,0,0,0,0,0
BEL,Belgium,TC,0,0,0,0,0,0,0,0,0,0,0,0
BLZ,Belize,TC,0.1,0,0,0,0,0.1,1.4,2.6,7.2,4.3,1.1,0.2
BEN,Benin,TC,0,0,0,0,0,0,0,0,0,0,0,0
BTN,Bhutan,TC,0,0,0,0,0,0,0,0,0,0,0,0
BOL,Bolivia,TC,0,0,0,0,0,0,0,0,0,0,0,0
BIH,Bosnia and Herzegovina,TC,0,0,0,0,0,0,0,0,0,0,0,0
BWA,Botswana,TC,0,0,0,0,0,0,0,0,0,0,0,0
BRA,Brazil,TC,0,0,0,0,0,0,0,0,0,0,0,0
BRN,Brunei Darussalam,TC,0,0,0,0,0,0,0,0,0,0,0,0
BGR,Bulgaria,TC,0,0,0,0,0,0,0,0,0,0,0,0
BFA,Burkina Faso,TC,0,0,0,0,0,0,0,0,0,0,0,0
BDI,Burundi,TC,0,0,0,0,0,0,0,0,0,0,0,0
CPV,Cabo Verde,TC,0,0,0,0,0,0,0,0,0,0,0,0
KHM,Cambodia,TC,0.1,0.1,0.3,0.4,0.8,0.8,2.3,3.3,4,2.7,1.4,0.7
CMR,Cameroon,TC,0,0,0,0,0,0,0,0,0,0,0,0
CAN,Canada,TC,0,0,0,0,0.1,0.2,0.7,1.1,1.9,2,0.9,0.2
CAF,Central African Republic,TC,0,0,0,0,0,0,0,0,0,0,0,0
TCD,Chad,TC,0,0,0,0,0,0,0,0,0,0,0,0
CHL,Chile,TC,0,0,0,0,0,0,0,0,0,0,0,0
CHN,China,TC,0.2,0.2,0.6,0.8,1.6,2.2,4.2,6.3,8.1,5.9,3.6,2
COL,Colombia,TC,0,0,0,0,0,0,0.8,1.5,4.1,2.5,0.6,0.1
COM,Comoros,TC,1,2.9,2.8,1.5,0.2,0.1,0,0,0,0.1,0.4,2
COG,Congo,TC,0,0,0,0,0,0,0,0,0,0,0,0
COD,Congo DR,TC,0,0,0,0,0,0,0,0,0,0,0,0
CRI,Costa Rica,TC,0,0,0,0,0,0,0.4,0.7,1.9,1.2,0.3,0.1
CIV,C™te d'Ivoire,TC,0,0,0,0,0,0,0,0,0,0,0,0
HRV,Croatia,TC,0,0,0,0,0,0,0,0,0,0,0,0
CUB,Cuba,TC,0.1,0,0,0,0,0.1,1.5,2.7,8,4.7,1.1,0.1
CYP,Cyprus,TC,0,0,0,0,0,0,0,0,0,0,0,0
CZE,Czech Republic,TC,0,0,0,0,0,0,0,0,0,0,0,0
DNK,Denmark,TC,0,0,0,0,0,0,0,0,0,0,0,0
DJI,Djibouti,TC,0,0,0,0,0,0,0,0,0,0,0,0
DMA,Dominica,TC,0.1,0,0,0,0,0.1,1.4,2.6,7.6,4.5,1.1,0.2
DOM,Dominican Republic,TC,0.1,0,0,0,0,0.1,1.4,2.7,7.9,4.6,1,0.1
ECU,Ecuador,TC,0,0,0,0,0,0,0,0,0,0,0,0
EGY,Egypt,TC,0,0,0,0,0,0,0,0,0,0,0,0
SLV,El Salvador,TC,0.1,0,0,0,0.3,1.2,2.2,3.3,3.7,2.2,0.4,0
GNQ,Equatorial Guinea,TC,0,0,0,0,0,0,0,0,0,0,0,0
ERI,Eritrea,TC,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,TC,0,0,0,0,0,0,0,0,0,0,0,0
ETH,Ethiopia,TC,0,0,0,0,0,0,0,0,0,0,0,0
FJI,Fiji,TC,1,3.1,2.9,1.3,0.3,0.1,0,0,0,0.1,0.4,1.8
FIN,Finland,TC,0,0,0,0,0,0,0,0,0,0,0,0
FRA,France,TC,0,0,0,0,0,0,0,0,0,0,0,0
GAB,Gabon,TC,0,0,0,0,0,0,0,0,0,0,0,0
GMB,Gambia,TC,0,0,0,0,0,0,0,0,0,0,0,0
GEO,Georgia,TC,0,0,0,0,0,0,0,0,0,0,0,0
DEU,Germany,TC,0,0,0,0,0,0,0,0,0,0,0,0
GHA,Ghana,TC,0,0,0,0,0,0,0,0,0,0,0,0
GRC,Greece,TC,0,0,0,0,0,0,0,0,0,0,0,0
GRD,Grenada,TC,0,0,0,0,0,0,0.3,0.6,1.7,1.1,0.3,0
GTM,Guatemala,TC,0.1,0,0,0,0.1,0.4,1.3,2.1,3.6,3.3,1.4,0.2
GIN,Guinea,TC,0,0,0,0,0,0,0,0,0,0,0,0
GNB,Guinea-Bissau,TC,0,0,0,0,0,0,0,0,0,0,0,0
GUY,Guyana,TC,0,0,0,0,0,0,0,0,0,0,0,0
HTI,Haiti,TC,0.1,0,0,0,0,0.1,1.4,2.5,7.2,4.3,1,0.1
HND,Honduras,TC,0.1,0,0,0,0.1,0.4,1.3,2.1,3.7,3.3,1.4,0.2
HUN,Hungary,TC,0,0,0,0,0,0,0,0,0,0,0,0
ISL,Iceland,TC,0,0,0,0,0,0,0,0,0,0,0,0
IND,India,TC,0,0,0,0,0.8,5.1,0,0.7,1,3,6.7,3.6
IDN,Indonesia,TC,2.4,5.8,6.1,3.2,1.4,1.2,3.1,4.4,5.5,4,2.6,4.3
IRN,Iran,TC,0,0,0,0,0,0,0,0,0,0,0,0
IRQ,Iraq,TC,0,0,0,0,0,0,0,0,0,0,0,0
IRL,Ireland,TC,0,0,0,0,0,0,0,0,0,0,0,0
