ISO,NAME,Hazard,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
ESP,Spain,HW,0,0,0,0,0,0,0,0,0,0,0,0
EST,Estonia,HW,0,0,0,0,0,0,0,0,0,0,0,0
ETH,Ethiopia,HW,0,0.34,0.7267,0.1133,0,0,0,0,0,0,0,0
FIN,Finland,HW,0,0,0,0,0,0,0,0,0,0,0,0
FJI,Fiji,HW,0,0,0,0,0,0,0,0,0,0,0,0
FRA,France,HW,0,0,0,0,0,0,0,0,0,0,0,0
FRO,FRO,HW,0,0,0,0,0,0,0,0,0,0,0,0
FSM,Micronesia,HW,0,0,0,0,0,0,0,0,0,0,0,0
GAB,Gabon,HW,0,0.0133,0.1533,0.12,0,0,0,0,0,0,0,0
GBR,United Kingdom,HW,0,0,0,0,0,0,0,0,0,0,0,0
GEO,Georgia,HW,0,0,0,0,0,0,0,0,0,0,0,0
GGY,GGY,HW,0,0,0,0,0,0,0,0,0,0,0,0
GHA,Ghana,HW,2.2467,3.2,3.34,2.7,1.6933,0.3933,0,0,0,0.6333,1.6867,1.78
GIB,GIB,HW,0,0,0,0,0,0,0,0,0,0,0,0
GIN,Guinea,HW,1.74,2.94,3.5933,3.36,2.0333,0.18,0,0,0,0.1667,0.9133,1.1
GLP,GLP,HW,0,0,0,0,0,0,0,0,0,0,0,0
GMB,Gambia,HW,1.64,3.0867,4.2733,4.64,4.3267,3.0467,1.2267,0.3733,0.6933,1.9,2.6467,1.6733
GNB,Guinea-Bissau,HW,2.24,3.4533,4.3333,4.5067,3.8267,1.8733,0.04,0,0.16,0.9533,1.6867,1.8
GNQ,Equatorial Guinea,HW,0,0,0,0,0,0,0,0,0,0,0,0
GRC,Greece,HW,0,0,0,0,0,0,0,0,0,0,0,0
GRD,Grenada,HW,0,0,0,0,0,0,0,0,0,0,0,0
GRL,GRL,HW,0,0,0,0,0,0,0,0,0,0,0,0
GTM,Guatemala,HW,0,0,0,0.1267,0.0467,0,0,0,0,0,0,0
GUF,GUF,HW,0,0,0,0,0,0,0,0.78,1.6867,1.98,1.2533,0
GUM,GUM,HW,0,0,0,0,0,0,0,0,0,0,0,0
GUY,Guyana,HW,0,0,0,0,0,0,0,0,0.5733,0.8933,0.3133,0
HKG,HKG,HW,0,0,0,0,0,0,0.3667,0.3133,0,0,0,0
HMD,HMD,HW,0,0,0,0,0,0,0,0,0,0,0,0
HND,Honduras,HW,0,0,0,0.42,0.32,0,0,0,0,0,0,0
HRV,Croatia,HW,0,0,0,0,0,0,0,0,0,0,0,0
HTI,Haiti,HW,0,0,0,0,0,0,0.1267,0.16,0,0,0,0
HUN,Hungary,HW,0,0,0,0,0,0,0,0,0,0,0,0
IDN,Indonesia,HW,0,0,0,0,0,0,0,0,0,0,0,0
IMN,IMN,HW,0,0,0,0,0,0,0,0,0,0,0,0
IND,India,HW,0,0,0.6267,2.98,3.96,2.5467,0.14,0,0,0,0,0
IOT,IOT,HW,0,0,0,0,0,0,0,0,0,0,0,0
IRL,Ireland,HW,0,0,0,0,0,0,0,0,0,0,0,0
IRN,Iran,HW,0,0,0,0,0,3.0733,4.2667,3.6267,1.2667,0,0,0
IRQ,Iraq,HW,0,0,0,0,3.0333,6.54,8.2933,8.2867,5.8,1.3067,0,0
ISL,Iceland,HW,0,0,0,0,0,0,0,0,0,0,0,0
ISR,Israel,HW,0,0,0,0,0,1.2467,2.2467,2.2933,1.1333,0,0,0
ITA,Italy,HW,0,0,0,0,0,0,0,0,0,0,0,0
JAM,Jamaica,HW,0,0,0,0,0,0,0.1933,0.2467,0,0,0,0
JEY,JEY,HW,0,0,0,0,0,0,0,0,0,0,0,0
JOR,Jordan,HW,0,0,0,0,0,2.34,3.5,3.54,1.9333,0,0,0
JPN,Japan,HW,0,0,0,0,0,0,0,0,0,0,0,0
KAZ,Kazakhstan,HW,0,0,0,0,0,0,0,0,0,0,0,0
KEN,Kenya,HW,0.9533,1.6533,1.58,0.46,0,0,0,0,0.18,0.34,0,0.0867
KGZ,Kyrgyzstan,HW,0,0,0,0,0,0,0,0,0,0,0,0
KHM,Cambodia,HW,0.86,2.0067,2.9533,3.0133,2.0733,1.1933,0.8,0.6933,0.4267,0.4333,0.3333,0.22
KIR,Kiribati,HW,0,0,0,0,0,0,0,0,0,0,0,0
KNA,Saint Kitts and Nevis,HW,0,0,0,0,0,0,0,0,0,0,0,0
KOR,Korea Republic of,HW,0,0,0,0,0,0,0,0,0,0,0,0
KSV,KSV,HW,0,0,0,0,0,0,0,0,0,0,0,0
KWT,Kuwait,HW,0,0,0,1.1533,5.56,8.5333,9.7267,9.7467,7.6267,3.46,0,0
LAO,Lao PDR,HW,0,0,0,0.4467,0,0,0,0,0,0,0,0
LBN,Lebanon,HW,0,0,0,0,0,0,0,0,0,0,0,0
LBR,Liberia,HW,0.2867,0.72,0.58,0.2733,0,0,0,0,0,0,0,0
LBY,Libya,HW,0,0,0,0.0333,2.5467,4.44,4.5067,4.2867,2.9467,0,0,0
LCA,Saint Lucia,HW,0,0,0,0,0,0,0,0,0,0,0,0
LIE,Liechtenstein,HW,0,0,0,0,0,0,0,0,0,0,0,0
LKA,Sri Lanka,HW,0,0,0.8267,1.26,1.18,0.9733,0.8867,0.8867,0.86,0.1,0,0
LSO,Lesotho,HW,0,0,0,0,0,0,0,0,0,0,0,0
LTU,Lithuania,HW,0,0,0,0,0,0,0,0,0,0,0,0
LUX,Luxembourg,HW,0,0,0,0,0,0,0,0,0,0,0,0
LVA,Latvia,HW,0,0,0,0,0,0,0,0,0,0,0,0
MAC,MAC,HW,0,0,0,0,0,0,0.3467,0.2933,0,0,0,0
MAF,MAF,HW,0,0,0,0,0,0,0,0,0,0,0,0
MAR,Morocco,HW,0,0,0,0,0,0,2.6733,2.5267,0,0,0,0
MCO,MCO,HW,0,0,0,0,0,0,0,0,0,0,0,0
MDA,Moldova Republic of,HW,0,0,0,0,0,0,0,0,0,0,0,0
MDG,Madagascar,HW,0,0,0,0,0,0,0,0,0,0,0,0
MDV,Maldives,HW,0,0,0,0,0,0,0,0,0,0,0,0
MEX,Mexico,HW,0,0,0,0,0.5333,0.68,0.22,0,0,0,0,0
MHL,Marshall Islands,HW,0,0,0,0,0,0,0,0,0,0,0,0
MKD,The former Yugoslav Republic of Macedonia,HW,0,0,0,0,0,0,0,0,0,0,0,0
MLI,Mali,HW,0,0.8533,3.1933,5.34,6.5133,6.6067,5.3933,4.38,4.54,4.16,1.88,0
MLT,Malta,HW,0,0,0,0,0,0,0,0,0,0,0,0
MMR,Myanmar,HW,0,0,0.8467,1.8067,0.8933,0,0,0,0,0,0,0
MNE,Montenegro,HW,0,0,0,0,0,0,0,0,0,0,0,0
MNG,Mongolia,HW,0,0,0,0,0,0,0,0,0,0,0,0
MNP,MNP,HW,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,Mozambique,HW,0.1533,0,0,0,0,0,0,0,0,1.0533,1.2467,0.56
MRT,Mauritania,HW,0,0,1.2867,3.2467,5.06,6.62,6.8067,6.16,5.4533,3.8467,0.5533,0
MSR,MSR,HW,0,0,0,0,0,0,0,0,0,0,0,0
MTQ,MTQ,HW,0,0,0,0,0,0,0,0,0,0,0,0
MUS,Mauritius,HW,0,0,0,0,0,0,0,0,0,0,0,0
MWI,Malawi,HW,0,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,HW,0,0,0.0667,0.3467,0.36,0.26,0.1067,0.12,0.0267,0,0,0
MYT,MYT,HW,0,0,0,0,0,0,0,0,0,0,0,0
NAM,Namibia,HW,0.7467,0.3067,0,0,0,0,0,0,0,0.6933,0.9933,1.1267
NCL,NCL,HW,0,0,0,0,0,0,0,0,0,0,0,0
NER,Niger,HW,0,0,2.42,5.3733,6.6467,6.6067,5.36,4.5267,4.84,3.86,0.82,0
NFK,NFK,HW,0,0,0,0,0,0,0,0,0,0,0,0
NGA,Nigeria,HW,1.6667,3.0467,4.1733,4.16,2.9467,1.4,0,0,0,1.3133,2.02,1.6067
NIC,Nicaragua,HW,0,0,0.0867,0.9333,0.8,0,0,0,0,0,0,0
NIU,NIU,HW,0,0,0,0,0,0,0,0,0,0,0,0
NLD,Netherlands,HW,0,0,0,0,0,0,0,0,0,0,0,0
NOR,Norway,HW,0,0,0,0,0,0,0,0,0,0,0,0
NPL,Nepal,HW,0,0,0,0,0,0,0,0,0,0,0,0
NRU,Nauru,HW,0,0,0,0,0,0,0,0,0,0,0,0
NZL,New Zealand,HW,0,0,0,0,0,0,0,0,0,0,0,0
OMN,Oman,HW,0,0,0.98,3.7867,6.2533,7.3067,6.84,6.0933,5.0933,3.1733,0.2,0
PAK,Pakistan,HW,0,0,0,0,2.5867,3.8933,3.02,2.0667,1.1467,0,0,0
PAN,Panama,HW,0,0,0,0,0,0,0,0,0,0,0,0
PCN,PCN,HW,0,0,0,0,0,0,0,0,0,0,0,0
PER,Peru,HW,0,0,0,0,0,0,0,0,0,0,0,0
PHL,Philippines,HW,0,0,0,0.0267,0.2,0,0,0,0,0,0,0
PLW,Palau,HW,0,0,0,0,0,0,0,0,0,0,0,0
PNG,Papua New Guinea,HW,0,0,0,0,0,0,0,0,0,0,0,0
POL,Poland,HW,0,0,0,0,0,0,0,0,0,0,0,0
PRI,PRI,HW,0,0,0,0,0,0,0,0,0,0,0,0
PRK,Korea DPR,HW,0,0,0,0,0,0,0,0,0,0,0,0
PRT,Portugal,HW,0,0,0,0,0,0,0,0,0,0,0,0
PRY,Paraguay,HW,2.1067,1.7733,1.0667,0,0,0,0,0,0,0.7067,1.4067,1.9067
PSE,Palestine,HW,0,0,0,0,0,1.3067,2.42,2.5533,1.4467,0,0,0
PYF,PYF,HW,0,0,0,0,0,0,0,0,0,0,0,0
QAT,Qatar,HW,0,0,0,1.4733,4.98,6.6133,7.3933,7.4867,5.9533,3.2,0,0
REU,REU,HW,0,0,0,0,0,0,0,0,0,0,0,0
ROU,Romania,HW,0,0,0,0,0,0,0,0,0,0,0,0
RUS,Russian Federation,HW,0,0,0,0,0,0,0,0,0,0,0,0
RWA,Rwanda,HW,0,0,0,0,0,0,0,0,0,0,0,0
SAU,Saudi Arabia,HW,0,0,0,1.7667,4.8867,6.8133,7.4933,7.4467,5.8333,2.46,0,0
SDN,Sudan,HW,0,0,2.2133,4.48,5.4333,5.2733,4.06,3.5467,3.72,3.0533,0.9333,0
SEN,Senegal,HW,1.92,3.52,5.04,5.9333,5.96,4.48,2.3333,1.22,1.6,3.2,3.5,2.0467
SGP,Singapore,HW,0,0,0,0,0,0,0,0,0,0,0,0
SHN,SHN,HW,0,0,0,0,0,0,0,0,0,0,0,0
SJM,SJM,HW,0,0,0,0,0,0,0,0,0,0,0,0
SLB,Solomon Islands,HW,0,0,0,0,0,0,0,0,0,0,0,0
SLE,Sierra Leone,HW,1.5533,2.4867,2.56,1.7467,0.4133,0,0,0,0,0,0,0.4267
SLV,El Salvador,HW,0.6867,1.2133,1.7267,1.7733,0.8667,0.02,0.5267,0.48,0,0,0,0.3533
SMR,SMR,HW,0,0,0,0,0,0,0,0,0,0,0,0
SOM,Somalia,HW,0.7267,1.5,2.2133,1.9667,1.5933,1.5667,1.18,1.4733,1.9067,0.9133,0.3467,0.4333
SPM,SPM,HW,0,0,0,0,0,0,0,0,0,0,0,0
SRB,Serbia,HW,0,0,0,0,0,0,0,0,0,0,0,0
SSD,South Sudan,HW,3.0733,4.12,4.4467,3.6733,2.32,1.08,0.0667,0,0.2133,0.62,1.48,2.3133
STP,Sao Tome and Principe,HW,0,0,0,0,0,0,0,0,0,0,0,0
SUR,Suriname,HW,0,0,0.0667,0.2067,0,0,0,0.5867,1.6133,2.0933,1.3933,0.1733
SVK,Slovakia,HW,0,0,0,0,0,0,0,0,0,0,0,0
SVN,Slovenia,HW,0,0,0,0,0,0,0,0,0,0,0,0
SWE,Sweden,HW,0,0,0,0,0,0,0,0,0,0,0,0
SWZ,Swaziland,HW,0,0,0,0,0,0,0,0,0,0,0,0
SXM,SXM,HW,0,0,0,0,0,0,0,0,0,0,0,0
SYC,Seychelles,HW,0,0,0,0,0,0,0,0,0,0,0,0
SYR,Syria,HW,0,0,0,0,0,2.9267,4.7733,4.6267,2.3333,0,0,0
TCA,TCA,HW,0,0,0,0,0,0,0,0,0,0,0,0
TCD,Chad,HW,0,0.6533,3.0867,5.18,5.62,5.0933,3.5133,2.62,3.1133,2.8667,1.08,0
TGO,Togo,HW,2.36,3.2867,3.4133,2.6267,1.52,0.2533,0,0,0,0.7067,1.9533,2.0933
THA,Thailand,HW,0,1.1467,2.4733,2.9533,1.9133,1.04,0.6733,0.4733,0.32,0.18,0,0
TJK,Tajikistan,HW,0,0,0,0,0,0,0,0,0,0,0,0
TKL,TKL,HW,0,0,0,0,0,0,0,0,0,0,0,0
TKM,Turkmenistan,HW,0,0,0,0,0,3.56,5.0933,4.16,0.3733,0,0,0
TLS,Timor-Leste,HW,0,0,0,0,0,0,0,0,0,0,0,0
TON,Tonga,HW,0,0,0,0,0,0,0,0,0,0,0,0
TTO,Trinidad and Tobago,HW,0,0,0,0,0,0,0,0,0,0,0,0
TUN,Tunisia,HW,0,0,0,0,0,1.9667,3.9733,3.8467,1.2467,0,0,0
TUR,Turkey,HW,0,0,0,0,0,0,0,0,0,0,0,0
TUV,Tuvalu,HW,0,0,0,0,0,0,0,0,0,0,0,0
TWN,TWN,HW,0,0,0,0,0,0,0,0,0,0,0,0
TZA,Tanzania,HW,0,0,0,0,0,0,0,0,0,0,0,0
UGA,Uganda,HW,0,0,0,0,0,0,0,0,0,0,0,0
UKR,Ukraine,HW,0,0,0,0,0,0,0,0,0,0,0,0
UMI,UMI,HW,0,0,0,0,0,0,0,0,0,0,0,0
URY,Uruguay,HW,0,0,0,0,0,0,0,0,0,0,0,0
USA,United States of America,HW,0,0,0,0,0,0,0,0,0,0,0,0
UZB,Uzbekistan,HW,0,0,0,0,0,1.88,3.36,2.28,0,0,0,0
VAT,VAT,HW,0,0,0,0,0,0,0.32,0.3333,0,0,0,0
VCT,Saint Vincent and the Grenadines,HW,0,0,0,0,0,0,0,0,0,0,0,0
VEN,Venezuela,HW,0.1333,0.6067,0.9133,0.6533,0,0,0,0,0.16,0.26,0.04,0
VGB,VGB,HW,0,0,0,0,0,0,0,0,0,0,0,0
VIR,VIR,HW,0,0,0,0,0,0,0,0,0,0,0,0
VNM,Viet Nam,HW,0,0,0,0,0.3133,0.26,0.14,0,0,0,0,0
VUT,Vanuatu,HW,0,0,0,0,0,0,0,0,0,0,0,0
WLF,WLF,HW,0,0,0,0,0,0,0,0,0,0,0,0
WSM,Samoa,HW,0,0,0,0,0,0,0,0,0,0,0,0
YEM,Yemen,HW,0,0,0.1467,1.74,3.3733,4.4,4.2133,3.6867,2.92,0.84,0,0
ZAF,South Africa,HW,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,Zambia,HW,0,0,0,0,0,0,0,0,0.6733,1.4867,0.06,0
ZWE,Zimbabwe,HW,0,0,0,0,0,0,0,0,0,0.7267,0.3067,0